,Unnamed: 0,idListaCobro,idCredito,consecutivoCobro,idBanco,montoExigible,montoCobrar,montoCobrado,fechaCobroBanco,idRespuestaBanco,fechaCreacionLista,idBanco_y,fechaEnvioCobro,idEmisora,horaCreacionLista,Descripcion,Nombre,Emisora,TipoEnvio,Costo,TiempoRespuesta,TiempoBusqueda,pagare,capital,fechaAperturaCredito,Promedio de pago,ProximaEmisora
46,6273698,152985,14257,40496688,2,535.02,535.02,0.0,,8.0,2024-11-12,2,12/11/2024,2,6:50AM,,BANAMEX CUENTA,NoAplica,CUENTA,1.75,30.0,30.0,25680.96,8708.63,17/05/2012,0.0,BBVA TRADICIONAL
47,216090,102693,14335,29060235,14,265.96,265.96,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,19149.12,8500.0,18/05/2012,0.0,BBVA TRADICIONAL
48,216091,102693,14687,29060838,14,985.6,985.6,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,70963.2,31500.0,28/05/2012,0.0,BBVA TRADICIONAL
49,221033,102697,14774,29066753,2,469.34,469.34,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,33792.48,15000.0,24/05/2012,0.0,BBVA TRADICIONAL
50,216092,102693,15027,29058876,14,327.85,327.85,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,15736.8,10000.0,28/05/2012,0.0,BBVA TRADICIONAL
51,221035,102697,15220,29066755,2,927.23,927.23,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,66760.56,25000.0,29/05/2012,0.0,BBVA TRADICIONAL
52,60276,105995,15299,29826001,21,2098.54,2098.54,0.0,,DD00031,2022-11-30,12,30/11/2022,34,9:10AM,Cuenta con Insuficiencia de Fondos,Bancomer Reintentos                               ,7167,REINTENTO,8.0,1440.0,8640.0,201459.84,89500.0,04/06/2012,0.0,BANAMEX INTERBANCARIO
53,221037,102697,15383,29066757,2,382.34,382.34,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,18352.32,10000.0,31/05/2012,0.0,BBVA TRADICIONAL
54,221038,102697,15557,29066758,72,516.27,516.27,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,37171.44,16500.0,01/06/2012,0.0,BBVA TRADICIONAL
55,216093,102693,15878,29059620,14,313.78,313.78,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,22592.16,9500.0,11/06/2012,0.0,BBVA TRADICIONAL
56,221040,102697,16225,29066760,2,1112.67,1112.67,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,80112.24,30000.0,12/06/2012,0.0,BBVA TRADICIONAL
57,216094,102693,16857,29060430,14,556.34,556.34,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,40056.48,15000.0,22/06/2012,0.0,BBVA TRADICIONAL
58,221042,102697,17099,29066762,2,1452.87,1452.87,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,69737.76,38000.0,26/06/2012,0.0,BBVA TRADICIONAL
59,221043,102697,17177,29066763,12,1054.36,1054.36,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,75913.92,40000.0,28/06/2012,0.0,BBVA TRADICIONAL
60,4207396,146201,17221,37950951,12,937.89,937.89,0.0,,3.0,2024-07-10,12,10/07/2024,21,9:11AM,,BBVA CLABE EN LINEA,7455,EN LINEA,4.0,30.0,30.0,90037.44,40000.0,28/06/2012,0.0,BBVA TRADICIONAL
61,221045,102697,17459,29066765,21,1051.42,1051.42,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,50468.16,27500.0,03/07/2012,0.0,BANAMEX INTERBANCARIO
62,221046,102697,17474,29066766,21,382.34,382.34,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,18352.32,10000.0,03/07/2012,0.0,BANAMEX INTERBANCARIO
63,1110984,123359,17740,32161076,72,529.93,529.93,529.93,03/07/2023,,2023-06-27,72,27/06/2023,25,11:16AM,,BBVA CLABE INTERBANCARIA,7167,INTERBANCARIO,6.0,1440.0,1440.0,38154.96,15500.0,10/07/2012,0.6,BBVA TRADICIONAL
64,216095,102693,17967,29059047,14,809.21,809.21,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,58263.12,24500.0,11/07/2012,0.0,BBVA TRADICIONAL
65,909712,118232,18229,31458789,44,1166.89,1166.89,0.0,,01,2023-04-25,12,25/04/2023,20,1:53PM,Cuenta Inexistente,BBVA CUENTA MATUTINO,6114,MATUTINO,8.0,1440.0,8640.0,56010.72,26500.0,13/07/2012,0.0,REVISION
66,1190162,122189,18446,32001370,12,370.89,370.89,0.0,,13,2023-06-12,12,12/06/2023,79,1:49PM,Otras causas,Bancomer Tradicional                              ,7167,TRADICIONAL,8.0,1440.0,8640.0,26704.08,10000.0,18/07/2012,0.0,BBVA TRADICIONAL
67,221050,102697,18506,29075213,2,2887.12,2887.12,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,207872.64,80000.0,18/07/2012,0.0,BBVA TRADICIONAL
68,221051,102697,18532,29075214,2,370.89,370.89,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,26704.08,10000.0,18/07/2012,0.0,BBVA TRADICIONAL
69,216096,102693,18573,29060996,14,250.32,250.32,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,18023.04,8000.0,19/07/2012,0.0,BBVA TRADICIONAL
70,221053,102697,18637,29075216,2,778.4,778.4,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,18681.6,12000.0,19/07/2012,0.0,BBVA TRADICIONAL
71,169926,108095,18720,30062506,72,433.09,433.09,0.0,,04,2022-12-27,72,27/12/2022,25,10:42AM,Cuenta Insuficiencia Fondos,BBVA CLABE INTERBANCARIA,7167,INTERBANCARIO,6.0,1440.0,1440.0,31182.48,13000.0,23/07/2012,0.3333333333333333,BBVA TRADICIONAL
72,86167,106425,18749,29874740,2,211.2,211.2,0.0,,04,2022-12-06,2,06/12/2022,36,9:17AM,Cuenta Insuficiencia Fondos,Banamex Reintentos                                ,noAplica,REINTENTO,1.75,30.0,30.0,30412.8,13500.0,24/07/2012,0.0212765957446808,BBVA TRADICIONAL
73,216097,102693,18855,29059894,14,1112.67,1112.67,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,80112.24,30000.0,20/07/2012,0.0,BBVA TRADICIONAL
74,221057,102697,18880,29075220,2,281.6,281.6,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,20275.2,9000.0,23/07/2012,0.0,BBVA TRADICIONAL
