,Unnamed: 0,idListaCobro,idCredito,consecutivoCobro,idBanco,montoExigible,montoCobrar,montoCobrado,fechaCobroBanco,idRespuestaBanco,fechaCreacionLista,idBanco_y,fechaEnvioCobro,idEmisora,horaCreacionLista,Descripcion,Nombre,Emisora,TipoEnvio,Costo,TiempoRespuesta,TiempoBusqueda,pagare,capital,fechaAperturaCredito,Promedio de pago
23,3184574,142488,8972,36780991,44,1049.11,1049.11,0.0,,8.0,2024-05-10,12,10/05/2024,25,5:40AM,,BBVA CLABE INTERBANCARIA,7167,INTERBANCARIO,6.0,1440.0,1440.0,50357.28,32000.0,26/04/2012,0.0
24,3179918,142484,9066,36776003,72,219.03,219.03,0.0,,3.0,2024-05-10,72,10/05/2024,12,5:35AM,,BANORTE CLABE TRADICIONAL,496,TRADICIONAL,2.5,1440.0,11520.0,15770.16,7000.0,26/04/2012,0.0
25,8172439,156749,9872,41702921,2,484.6,484.6,0.0,,4.0,2025-01-20,2,20/01/2025,5,6:10AM,,BANAMEX TRADICIONAL REINTENTO,NoAplica,TRADICIONAL,1.75,30.0,30.0,23260.8,12000.0,10/10/2008,0.0
26,221012,102697,10073,29066732,2,1337.56,1337.56,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,96304.32,40000.0,30/06/2008,0.0
27,6276250,152988,10297,40499234,21,2756.94,2756.94,0.0,,8.0,2024-11-12,12,12/11/2024,25,6:53AM,,BBVA CLABE INTERBANCARIA,7167,INTERBANCARIO,6.0,1440.0,1440.0,132333.12,46000.0,09/06/2008,0.0
28,221014,102697,10327,29066734,21,1615.33,1615.33,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,77535.84,40000.0,13/06/2008,0.0
29,6273697,152985,10439,40497104,2,3397.4,3397.4,0.0,,8.0,2024-11-12,2,12/11/2024,2,6:50AM,,BANAMEX CUENTA,NoAplica,CUENTA,1.75,30.0,30.0,122306.4,50800.0,03/06/2008,0.0
30,3150648,142244,10456,36731760,21,835.97,835.97,0.0,,4.0,2024-05-03,12,03/05/2024,6,12:39PM,,BBVA TRADICIONAL REINTENTO,REINTENTO,TRADICIONAL,8.0,1440.0,8640.0,120379.68,50000.0,26/05/2008,0.0
31,8518158,157632,10983,42151212,72,2006.34,2006.34,0.0,,4.0,2025-02-11,72,11/02/2025,12,1:15PM,,BANORTE CLABE TRADICIONAL,496,TRADICIONAL,2.5,1440.0,11520.0,72228.24,30000.0,30/06/2008,0.375
32,221018,102697,11072,29066738,2,741.78,741.78,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,53408.16,20000.0,02/05/2012,0.0
33,423163,110599,11156,30351565,21,583.95,583.95,0.0,,DD00028,2023-01-26,12,26/01/2023,20,10:37AM,Importe mayor al autorizado por el cliente,BBVA CUENTA MATUTINO,6114,MATUTINO,8.0,1440.0,8640.0,57782.16,24000.0,28/07/2008,0.0
34,221020,102697,11576,29066740,2,649.06,649.06,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,46732.32,17500.0,30/04/2012,0.0
35,216086,102693,11592,29058861,14,954.32,954.32,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,68711.04,30500.0,30/04/2012,0.0
36,6276251,152988,11616,40499426,44,2204.04,2204.04,0.0,,8.0,2024-11-12,12,12/11/2024,25,6:53AM,,BBVA CLABE INTERBANCARIA,7167,INTERBANCARIO,6.0,1440.0,1440.0,105793.92,47000.0,30/04/2012,0.0
37,820311,119717,11755,31654972,12,1378.47,1378.47,0.0,,01,2023-05-11,12,11/05/2023,79,2:53PM,Cuenta Inexistente,Bancomer Tradicional                              ,7167,TRADICIONAL,8.0,1440.0,8640.0,132333.12,46000.0,12/08/2008,0.0
38,221023,102697,12541,29066743,72,299.67,299.67,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,28768.32,10000.0,23/09/2008,0.0
39,221024,102697,12860,29066744,2,1251.56,1251.56,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,90112.32,40000.0,08/05/2012,0.0
40,221025,102697,13373,29066745,2,1408.0,1408.0,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,101376.0,45000.0,17/05/2012,0.0
41,86166,106425,13403,29874739,2,205.68,205.68,0.0,,04,2022-12-06,2,06/12/2022,36,9:17AM,Cuenta Insuficiencia Fondos,Banamex Reintentos                                ,noAplica,REINTENTO,1.75,30.0,30.0,29617.92,12031.69,10/05/2012,0.0
42,216087,102693,13442,29058991,14,300.95,300.95,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,21668.4,9000.0,05/12/2008,0.0
43,221028,102697,13570,29066748,2,1390.84,1390.84,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,100140.48,37500.0,10/05/2012,0.0
44,216088,102693,14093,29059765,14,641.43,641.43,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,46182.96,20500.0,17/05/2012,0.0
45,216089,102693,14168,29061870,14,750.93,750.93,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,54066.96,24000.0,16/05/2012,0.0
46,6273698,152985,14257,40496688,2,535.02,535.02,0.0,,8.0,2024-11-12,2,12/11/2024,2,6:50AM,,BANAMEX CUENTA,NoAplica,CUENTA,1.75,30.0,30.0,25680.96,8708.63,17/05/2012,0.0
47,216090,102693,14335,29060235,14,265.96,265.96,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,19149.12,8500.0,18/05/2012,0.0
48,216091,102693,14687,29060838,14,985.6,985.6,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,70963.2,31500.0,28/05/2012,0.0
49,221033,102697,14774,29066753,2,469.34,469.34,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,33792.48,15000.0,24/05/2012,0.0
50,216092,102693,15027,29058876,14,327.85,327.85,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,15736.8,10000.0,28/05/2012,0.0
51,221035,102697,15220,29066755,2,927.23,927.23,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,66760.56,25000.0,29/05/2012,0.0
52,60276,105995,15299,29826001,21,2098.54,2098.54,0.0,,DD00031,2022-11-30,12,30/11/2022,34,9:10AM,Cuenta con Insuficiencia de Fondos,Bancomer Reintentos                               ,7167,REINTENTO,8.0,1440.0,8640.0,201459.84,89500.0,04/06/2012,0.0
53,221037,102697,15383,29066757,2,382.34,382.34,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,18352.32,10000.0,31/05/2012,0.0
54,221038,102697,15557,29066758,72,516.27,516.27,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,37171.44,16500.0,01/06/2012,0.0
55,216093,102693,15878,29059620,14,313.78,313.78,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,22592.16,9500.0,11/06/2012,0.0
56,221040,102697,16225,29066760,2,1112.67,1112.67,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,80112.24,30000.0,12/06/2012,0.0
57,216094,102693,16857,29060430,14,556.34,556.34,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,40056.48,15000.0,22/06/2012,0.0
58,221042,102697,17099,29066762,2,1452.87,1452.87,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,69737.76,38000.0,26/06/2012,0.0
59,221043,102697,17177,29066763,12,1054.36,1054.36,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,75913.92,40000.0,28/06/2012,0.0
60,4207396,146201,17221,37950951,12,937.89,937.89,0.0,,3.0,2024-07-10,12,10/07/2024,21,9:11AM,,BBVA CLABE EN LINEA,7455,EN LINEA,4.0,30.0,30.0,90037.44,40000.0,28/06/2012,0.0
61,221045,102697,17459,29066765,21,1051.42,1051.42,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,50468.16,27500.0,03/07/2012,0.0
62,221046,102697,17474,29066766,21,382.34,382.34,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,18352.32,10000.0,03/07/2012,0.0
63,1110984,123359,17740,32161076,72,529.93,529.93,529.93,03/07/2023,,2023-06-27,72,27/06/2023,25,11:16AM,,BBVA CLABE INTERBANCARIA,7167,INTERBANCARIO,6.0,1440.0,1440.0,38154.96,15500.0,10/07/2012,0.6
64,216095,102693,17967,29059047,14,809.21,809.21,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,58263.12,24500.0,11/07/2012,0.0
65,909712,118232,18229,31458789,44,1166.89,1166.89,0.0,,01,2023-04-25,12,25/04/2023,20,1:53PM,Cuenta Inexistente,BBVA CUENTA MATUTINO,6114,MATUTINO,8.0,1440.0,8640.0,56010.72,26500.0,13/07/2012,0.0
66,1190162,122189,18446,32001370,12,370.89,370.89,0.0,,13,2023-06-12,12,12/06/2023,79,1:49PM,Otras causas,Bancomer Tradicional                              ,7167,TRADICIONAL,8.0,1440.0,8640.0,26704.08,10000.0,18/07/2012,0.0
67,221050,102697,18506,29075213,2,2887.12,2887.12,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,207872.64,80000.0,18/07/2012,0.0
68,221051,102697,18532,29075214,2,370.89,370.89,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,26704.08,10000.0,18/07/2012,0.0
69,216096,102693,18573,29060996,14,250.32,250.32,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,18023.04,8000.0,19/07/2012,0.0
70,221053,102697,18637,29075216,2,778.4,778.4,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,18681.6,12000.0,19/07/2012,0.0
71,169926,108095,18720,30062506,72,433.09,433.09,0.0,,04,2022-12-27,72,27/12/2022,25,10:42AM,Cuenta Insuficiencia Fondos,BBVA CLABE INTERBANCARIA,7167,INTERBANCARIO,6.0,1440.0,1440.0,31182.48,13000.0,23/07/2012,0.3333333333333333
72,86167,106425,18749,29874740,2,211.2,211.2,0.0,,04,2022-12-06,2,06/12/2022,36,9:17AM,Cuenta Insuficiencia Fondos,Banamex Reintentos                                ,noAplica,REINTENTO,1.75,30.0,30.0,30412.8,13500.0,24/07/2012,0.0212765957446808
73,216097,102693,18855,29059894,14,1112.67,1112.67,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,80112.24,30000.0,20/07/2012,0.0
74,221057,102697,18880,29075220,2,281.6,281.6,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,20275.2,9000.0,23/07/2012,0.0
75,4433125,147053,18924,38225567,72,2652.54,2652.54,0.0,,4.0,2024-07-25,72,25/07/2024,12,2:31PM,,BANORTE CLABE TRADICIONAL,496,TRADICIONAL,2.5,1440.0,11520.0,190982.88,73500.0,23/07/2012,0.25
76,340208,105648,19008,29772411,12,2433.45,2433.45,0.0,,DD00031,2022-11-28,12,28/11/2022,79,8:35AM,Cuenta con Insuficiencia de Fondos,Bancomer Tradicional                              ,7167,TRADICIONAL,8.0,1440.0,8640.0,189809.1,100000.0,26/07/2012,0.0
77,221059,102697,19047,29075222,72,469.34,469.34,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,33792.48,15000.0,24/07/2012,0.0
78,221060,102697,19218,29075223,2,375.47,375.47,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,27033.84,12000.0,26/07/2012,0.0
79,221061,102697,19298,29075224,2,352.27,352.27,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,16908.96,8000.0,26/07/2012,0.0
80,221062,102697,19374,29075225,2,129.82,129.82,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,9347.04,3500.0,27/07/2012,0.0
81,221063,102697,19473,29075226,2,219.03,219.03,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,15770.16,7000.0,30/07/2012,0.0
82,216098,102693,19504,29058266,14,1156.02,1156.02,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,83233.44,35000.0,03/08/2012,0.0
83,221065,102697,19517,29075228,2,782.23,782.23,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,56320.56,25000.0,30/07/2012,0.0
84,44073,105652,19568,29774672,2,506.39,506.39,0.0,,03,2022-11-28,2,28/11/2022,23,8:36AM,Cuenta Cancelada,BBVA CLABE PARCIAL,6111,PARCIAL,1.755,1440.0,8640.0,24306.72,11500.0,30/07/2012,0.0
85,5797534,151062,19635,39896712,2,1624.01,1624.01,0.0,,4.0,2024-10-02,2,02/10/2024,5,6:09AM,,BANAMEX TRADICIONAL REINTENTO,NoAplica,TRADICIONAL,1.75,30.0,30.0,116928.72,45000.0,31/07/2012,0.0159362549800796
86,221068,102697,19670,29075231,72,234.67,234.67,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,16896.24,7500.0,31/07/2012,0.0
87,221069,102697,19772,29075232,2,876.1,876.1,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,63079.2,28000.0,01/08/2012,0.0
88,221070,102697,19940,29075233,2,312.9,312.9,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,22528.8,10000.0,03/08/2012,0.0
89,4433126,147053,20004,38225265,72,2201.67,2201.67,0.0,,4.0,2024-07-25,72,25/07/2024,12,2:31PM,,BANORTE CLABE TRADICIONAL,496,TRADICIONAL,2.5,1440.0,11520.0,105680.16,50000.0,03/08/2012,0.0769230769230769
90,221071,102697,20082,29075234,2,500.63,500.63,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,36045.36,16000.0,06/08/2012,0.0
91,587910,111859,20087,30506767,21,1804.45,1804.45,0.0,,DD00028,2023-02-10,12,10/02/2023,20,11:36AM,Importe mayor al autorizado por el cliente,BBVA CUENTA MATUTINO,6114,MATUTINO,8.0,1440.0,8640.0,129920.4,50000.0,03/08/2012,0.0
92,46287,105654,20089,29776273,14,974.36,974.36,0.0,,04,2022-11-28,14,28/11/2022,21,8:38AM,Cuenta Insuficiencia Fondos,BBVA CLABE EN LINEA,7455,EN LINEA,4.0,30.0,30.0,70153.92,29500.0,03/08/2012,0.0
93,216100,102693,20156,29058231,14,1984.89,1984.89,0.0,,,2022-10-25,14,25/10/2022,7,5:28AM,,BANORTE TRADICIONAL REINTENTO ,REINTENTO,TRADICIONAL,2.5,30.0,30.0,142912.08,55000.0,06/08/2012,0.0
94,221075,102697,20514,29075238,2,286.23,286.23,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,13739.04,6500.0,09/08/2012,0.0
95,221076,102697,20615,29075239,2,660.51,660.51,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,31704.48,15000.0,10/08/2012,0.0
96,221077,102697,20621,29075240,2,660.51,660.51,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,31704.48,15000.0,10/08/2012,0.0
97,221078,102697,20796,29075241,21,969.96,969.96,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,69837.12,31000.0,14/08/2012,0.0
98,3179920,142484,20873,36776000,72,231.68,231.68,231.68,10/05/2024,,2024-05-10,72,10/05/2024,12,5:35AM,,BANORTE CLABE TRADICIONAL,496,TRADICIONAL,2.5,1440.0,11520.0,28160.64,12500.0,16/08/2012,1.0
99,46288,105654,21209,29776271,14,556.34,556.34,0.0,,04,2022-11-28,14,28/11/2022,21,8:38AM,Cuenta Insuficiencia Fondos,BBVA CLABE EN LINEA,7455,EN LINEA,4.0,30.0,30.0,40056.48,15000.0,16/08/2012,0.0
100,221080,102697,21546,29075243,2,2225.34,2225.34,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,160224.48,60000.0,20/08/2012,0.0
101,221081,102697,21620,29075244,12,1289.74,1289.74,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,100599.72,53000.0,22/08/2012,0.0
102,3886724,144945,21802,37560399,21,3248.0,3248.0,0.0,,4.0,2024-06-17,12,17/06/2024,6,10:19AM,,BBVA TRADICIONAL REINTENTO,REINTENTO,TRADICIONAL,8.0,1440.0,8640.0,233856.0,90000.0,21/08/2012,0.0
103,221083,102697,22088,29075246,2,203.39,203.39,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,14644.08,6500.0,23/08/2012,0.0
104,221084,102697,22426,29075247,2,440.34,440.34,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,21136.32,10000.0,24/08/2012,0.0
105,221085,102697,22430,29075248,2,352.28,352.28,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,16909.44,8000.0,24/08/2012,0.0
106,221086,102697,22448,29075249,2,927.23,927.23,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,66760.56,25000.0,24/08/2012,0.0
107,221087,102697,22730,29075250,2,453.7,453.7,0.0,,,2022-10-25,14,25/10/2022,9,5:36AM,,SANTANDER CLABE TRADICIONAL,623,TRADICIONAL,2.82,1440.0,10080.0,32666.4,14500.0,29/08/2012,0.0
